collegeTeam,collegeConference,nflTeam,year,overall,round,pick,name,position
Nebraska,Big 12,Las Vegas,1997,72,3,12,Adam Treu,Offensive Guard
Virginia Tech,ACC,Buffalo,2008,72,3,9,Chris Ellis,Defensive End
NC State,ACC,Cincinnati,2019,72,3,8,Germaine Pratt,Outside Linebacker
Stephen F. Austin,,Philadelphia,1998,72,3,11,Jeremiah Trotter,Linebacker
LSU,SEC,Minnesota,1987,72,3,16,Henry Thomas,Defensive Tackle
Maryland,ACC,San Francisco,1975,72,3,20,Steve Mike-Mayer,Place Kicker
Clemson,ACC,Las Vegas,1993,72,3,16,James Trapp,Defensive Back
Penn State,FBS Independents,New York,1970,72,3,20,Dennis Onkotz,Linebacker
Michigan,Big Ten,Tennessee,1982,72,3,17,Stanley Edwards,Running Back
Louisville,ACC,Los Angeles,2015,72,3,8,Jamon Brown,Offensive Tackle
Western Kentucky,Conference USA,Tennessee,2017,72,3,8,Taywan Taylor,Wide Receiver
Texas-Arlington,Southland,Cleveland,1980,72,3,16,Cliff Odom,Linebacker
Arizona State,Pac-10,Miami,1999,72,3,11,Grey Ruegamer,Center
Eastern Michigan,,Detroit,1971,72,3,20,Al Clark,Defensive Back
Wichita State,Missouri Valley,Cincinnati,1978,72,3,16,Ted Vincent,Defensive Tackle
Clemson,ACC,Green Bay,2004,72,3,9,Donnell Washington,Defensive Tackle
Ole Miss,SEC,Pittsburgh,2000,72,3,10,Kendrick Clancy,Defensive Tackle
Kent State,Mid-American,New York,2013,72,3,10,Brian Winters,Offensive Guard
NC State,ACC,Detroit,2021,72,3,8,Alim McNeill,Defensive Tackle
Hawai'i,Western Athletic,Jacksonville,2003,72,3,8,Vince Manuwai,Offensive Guard
Fort Hays State,,New York,2018,72,3,8,Nathan Shepherd,Defensive Tackle
Oklahoma,Big 8,Tennessee,1979,72,3,16,Kenny King,Running Back
Nebraska,Big 8,New Orleans,1992,72,3,16,Tyrone Legette,Defensive Back
Houston,American Athletic,Arizona,2020,72,3,8,Josh Jones,Offensive Tackle
Texas A&M-Commerce,,New York,1968,72,3,17,Sam Walton,Offensive Tackle
Miami,FBS Independents,Tennessee,1990,72,3,19,Willis Peguese,Defensive End
TCU,Southwest,Indianapolis,1989,72,3,16,Mitchell Benson,Defensive Tackle
Temple,Mid-American,Jacksonville,2009,72,3,8,Terrance  Knighton,Defensive Tackle
UCLA,Pac-8,Dallas,1974,72,3,20,Calvin Peterson,Linebacker
Miami,ACC,Miami,2012,72,3,9,Olivier Vernon,Defensive End
Auburn,SEC,Green Bay,1984,72,3,16,Donnie Humphrey,Defensive Tackle
Florida State,FBS Independents,Atlanta,1992,73,3,17,Howard Dinkins,Linebacker
BYU,Western Athletic,Tennessee,1978,73,3,17,Gifford Nielsen,Quarterback
Oklahoma State,Big 8,New York,1986,73,3,18,John Washington,Defensive End
Tennessee,SEC,Dallas,1970,73,3,21,Steve Kiner,Linebacker
East Central,,Los Angeles,1979,73,3,17,Clifford Thrift,Linebacker
Oklahoma State,Big 12,Houston,2005,73,3,9,Vernand Morency,Running Back
Tennessee State,,Cleveland,1990,73,3,20,Anthony Pleasant,Defensive End
Auburn,SEC,Los Angeles,1975,73,3,21,Mike Fuller,Defensive Back
Oklahoma State,Big 8,Arizona,1969,73,3,21,Terry Brown,Defensive Back
Colorado State,Western Athletic,Pittsburgh,1999,73,3,12,Joey Porter,Linebacker
Oregon State,AAWU,Pittsburgh,1967,73,3,20,Rockne Freitas,Center
St. Cloud State,,Buffalo,1977,73,3,17,John Kimbrough,Wide Receiver
Akron,Mid-American,Miami,1997,73,3,13,Jason Taylor,Defensive End
Lambuth,,New York,2000,73,3,11,Ronald Dixon,Wide Receiver
Georgia,SEC,San Francisco,1984,73,3,17,Guy McIntyre,Offensive Guard
Lane,,Houston,2007,73,3,9,Jacoby Jones,Wide Receiver
Hawai'i,Western Athletic,Seattle,2003,73,3,9,Wayne Hunter,Offensive Tackle
Texas,Southwest,New England,1980,73,3,17,Steve McMichael,Defensive Tackle
Ohio State,Big Ten,Miami,2018,73,3,9,Jerome Baker,Outside Linebacker
Florida,SEC,Pittsburgh,1991,73,3,18,Ernie Mills,Wide Receiver
Ohio State,Big Ten,Jacksonville,2020,73,3,9,Davon Hamilton,Defensive Tackle
Alcorn State,,New England,1973,73,3,21,Charles Davis,Running Back
Iowa State,Big 12,Chicago,2019,73,3,9,David Montgomery,Running Back
Louisiana,FBS Independents,New England,1989,73,3,17,Chris Gannon,Defensive End
Texas A&M,Southwest,Kansas City,1987,73,3,17,Todd Howard,Linebacker
Indiana,Big Ten,Atlanta,2015,73,3,9,Tevin Coleman,Running Back
Penn State,FBS Independents,Minnesota,1983,73,3,17,Walker Lee Ashley,Linebacker
LSU,SEC,New England,2011,73,3,9,Stevan Ridley,Running Back
Penn State,FBS Independents,Las Vegas,1971,73,3,21,Warren Koegel,Center
California,Pac-10,Los Angeles,1993,73,3,17,Russell White,Running Back
LSU,SEC,Los Angeles,2012,73,3,10,Brandon Taylor,Safety
Pennsylvania,,Carolina,1998,73,3,12,Mitch Marrow,Defensive End
North Carolina,ACC,Pittsburgh,1981,73,3,17,Rick Donnalley,Center
Louisville,American Athletic,Buffalo,2014,73,3,9,Preston Brown,Inside Linebacker
Colorado State,Western Athletic,New England,1972,73,3,21,Jim White,Defensive End
North Carolina,ACC,New York,1985,73,3,17,Brian Johnston,Center
Georgia,SEC,Carolina,2002,73,3,8,Will Witherspoon,Linebacker
Ole Miss,SEC,Miami,2010,73,3,9,John Jerry,Offensive Guard
McNeese,,Detroit,2004,73,3,10,Keith Smith,Defensive Back
Texas,Big 12,Kansas City,2008,73,3,10,Jamaal Charles,Running Back
NC State,ACC,Tampa Bay,2013,73,3,11,Mike Glennon,Quarterback
Louisiana Tech,Conference USA,Philadelphia,2021,73,3,9,Milton Williams,Defensive Tackle
San Diego State,PCAA,Dallas,1976,73,3,13,Duke Fergerson,Wide Receiver
William & Mary,,Jacksonville,2009,73,3,9,Derek  Cox,Cornerback
Colorado,Big 8,Miami,1968,73,3,18,Dick Anderson,Defensive Back
Tennessee,SEC,Jacksonville,2001,73,3,11,Eric Westmoreland,Linebacker
USC,Pac-10,Green Bay,1995,73,3,9,Brian Williams,Linebacker
Kansas State,Big 12,Cincinnati,2017,73,3,9,Jordan Willis,Defensive End
Cincinnati,FBS Independents,Cincinnati,1974,73,3,21,Evan Jolitz,Linebacker
Alabama,SEC,Miami,2016,73,3,10,Kenyan Drake,Running Back
Oklahoma,Big 12,Chicago,2006,73,3,9,Dusty Dvoracek,Defensive Tackle
Houston,Southwest,Seattle,1994,73,3,8,Lamar Smith,Running Back
McNeese,Southland,Arizona,1982,73,3,18,Rusty Guilbeau,Defensive End
Texas A&M,Southwest,Philadelphia,1979,74,3,18,Tony Franklin,Place Kicker
Oklahoma,Big 12,Kansas City,2012,74,3,11,Donald Stephenson,Offensive Tackle
Tennessee,SEC,Minnesota,1990,74,3,21,Marion Hobby,Defensive End
Penn State,Big Ten,Carolina,2008,74,3,11,Dan Connor,Inside Linebacker
Pittsburgh,Big East,New England,1995,74,3,10,Curtis Martin,Running Back
Minnesota,Big Ten,Detroit,1968,74,3,19,Charles Sanders,Tight End
Nicholls,,Kansas City,1976,74,3,14,Gary Barbaro,Defensive Back
Notre Dame,FBS Independents,Kansas City,2016,74,3,11,Keivarae Russell,Cornerback
Arizona State,Pac-10,Tampa Bay,1982,74,3,19,Jerry Bell,Tight End
Louisiana Tech,Western Athletic,Jacksonville,2010,74,3,10,D'Anthony Smith,Defensive Tackle
LSU,SEC,Pittsburgh,1985,74,3,18,Liffort Hobley,Defensive Back
Western Kentucky,,Indianapolis,2002,74,3,9,Joseph Jefferson,Defensive Back
Utah State,FBS Independents,Los Angeles,2003,74,3,10,Kevin Curtis,Wide Receiver
Utah,Mountain West,Carolina,2001,74,3,12,Steve Smith,Wide Receiver
Michigan,Big Ten,Baltimore,2017,74,3,10,Chris Wormley,Defensive Tackle
Penn State,FBS Independents,Seattle,1991,74,3,19,David Daniels,Wide Receiver
Weber State,,Dallas,1969,74,3,22,Halvor Hagen,Defensive Tackle
Wisconsin,Big Ten,New Orleans,2020,74,3,10,Zack Baun,Outside Linebacker
Wisconsin,Big Ten,Detroit,2006,74,3,10,Brian Calhoun,Running Back
Penn State,FBS Independents,Washington,1992,74,3,18,Paul Siever,Offensive Guard
Utah State,FBS Independents,New York,1967,74,3,21,Henry King,Defensive Back
Miami,Big East,Atlanta,1998,74,3,13,Jammi German,Wide Receiver
UCLA,Pac-12,New York,2015,74,3,10,Owa Odighizuwa,Defensive End
McNeese,,New England,1983,74,3,18,Stephen Starring,Wide Receiver
Oregon,Pac-10,Los Angeles,1987,74,3,18,Clifford Hicks,Defensive Back
Notre Dame,FBS Independents,Chicago,1994,74,3,9,Jim Flanigan,Defensive Tackle
Florida Atlantic,Conference USA,Buffalo,2019,74,3,10,Devin Singletary,Running Back
Nebraska,Big 8,Kansas City,1993,74,3,18,Will Shields,Offensive Guard
Texas,Southwest,Chicago,1978,74,3,18,Brad Shearer,Defensive Tackle
Kentucky,SEC,Denver,1980,74,3,18,Larry Carter,Defensive Back
Tennessee,SEC,Minnesota,1981,74,3,18,Tim Irwin,Offensive Tackle
Morgan State,,Indianapolis,1970,74,3,22,Ara Person,Tight End
Notre Dame,FBS Independents,New York,2005,74,3,10,Justin Tuck,Defensive End
Idaho State,,Green Bay,1977,74,3,18,Rick Scribner,Offensive Guard
Syracuse,FBS Independents,New Orleans,1972,74,3,22,Tom Myers,Defensive Back
Arkansas,SEC,New England,2011,74,3,10,Ryan Mallett,Quarterback
Kansas State,Big 12,Baltimore,2007,74,3,10,Yamon Figurs,Wide Receiver
Baylor,Big 12,Dallas,2013,74,3,12,Terrance Williams,Wide Receiver
Alabama,SEC,San Francisco,2009,74,3,10,Glen  Coffee,Running Back
BYU,Western Athletic,San Francisco,1975,74,3,22,Wayne Baker,Defensive Tackle
Ohio State,Big Ten,Buffalo,2004,74,3,11,Tim Anderson,Defensive Tackle
North Carolina A&T,,Los Angeles,1997,74,3,14,Michael Hamilton,Linebacker
West Virginia,FBS Independents,Miami,1971,74,3,22,Dale Farley,Linebacker
Duke,ACC,Green Bay,1989,74,3,18,Anthony Dilweg,Quarterback
Nebraska,Big 12,Green Bay,2000,74,3,12,Steve Warren,Defensive Tackle
Minnesota,Big Ten,Washington,2021,74,3,10,Benjamin St-Juste,Cornerback
Oklahoma State,Big 8,Detroit,1984,74,3,18,Ernest Anderson,Running Back
Syracuse,ACC,New York,2014,74,3,10,Jay Bromley,Defensive Tackle
UCLA,Pac-10,Dallas,1986,74,3,19,Mark Walen,Defensive Tackle
Jackson State,,New York,1974,74,3,22,Roscoe Word,Defensive Back
UCLA,Pac-10,Pittsburgh,1999,74,3,13,Kris Farris,Offensive Tackle
Minnesota,Big Ten,Green Bay,1973,74,3,22,Tom MacLeod,Linebacker
Louisville,ACC,Washington,2018,74,3,10,Geron Christian,Offensive Tackle
Ball State,Mid-American,Dallas,2009,75,3,11,Robert Brewster,Offensive Tackle
Kansas,Big 8,Washington,1986,75,3,20,Alvin Walton,Defensive Back
Texas Tech,Southwest,Dallas,1970,75,3,23,Denton Fox,Defensive Back
Oregon,Pac-10,Detroit,1984,75,3,19,Steve Baack,Defensive End
Florida,SEC,Pittsburgh,2004,75,3,12,Max Starks,Offensive Tackle
West Virginia,Big East,Kansas City,1999,75,3,14,Gary Stills,Linebacker
Grambling,,Tennessee,1972,75,3,23,Solomon Freelon,Offensive Guard
Texas A&M,SEC,Green Bay,2019,75,3,11,Jace Sternberger,Tight End
LSU,SEC,Tennessee,1997,75,3,15,Denard Walker,Defensive Back
Florida,SEC,Chicago,2010,75,3,11,Major Wright,Safety
Oklahoma,Big 12,San Francisco,2008,75,3,12,Reggie Smith,Cornerback
Virginia Tech,ACC,Arizona,2005,75,3,11,Eric Green,Defensive Back
Alabama,SEC,San Francisco,1985,75,3,19,Ricky Moore,Running Back
Texas A&M-Kingsville,,Detroit,1973,75,3,23,Levi Johnson,Defensive Back
Ohio State,Big Ten,Dallas,2002,75,3,10,Derek Ross,Defensive Back
Michigan,Big Ten,Pittsburgh,1977,75,3,19,Jim Smith,Wide Receiver
Wisconsin,Big Ten,New Orleans,1995,75,3,11,Mike Verstegen,Offensive Tackle
Texas A&M,Southwest,Philadelphia,1993,75,3,19,Derrick Frazier,Defensive Back
Wisconsin,Big Ten,Seattle,2012,75,3,12,Russell Wilson,Quarterback
Nebraska,Big 8,Miami,1980,75,3,19,Bill Barnett,Defensive End
Louisville,Big East,Green Bay,2006,75,3,11,Jason Spitz,Offensive Guard
Auburn,SEC,Philadelphia,1991,75,3,20,Rob SeLBy,Offensive Tackle
Tennessee State,,New York,1987,75,3,19,Onzy Elam,Linebacker
Louisville,Conference USA,Baltimore,2000,75,3,13,Chris Redman,Quarterback
Illinois State,,Atlanta,2007,75,3,11,Laurent Robinson,Wide Receiver
Michigan State,Big Ten,Las Vegas,2016,75,3,12,Shilique Calhoun,Defensive End
Oklahoma State,Big 8,Kansas City,1981,75,3,19,Roger Taylor,Offensive Tackle
Auburn,SEC,Los Angeles,2014,75,3,11,Tre Mason,Running Back
Wisconsin,Big Ten,Seattle,2011,75,3,11,John Moffitt,Offensive Guard
San Diego State,,Las Vegas,1969,75,3,23,Lloyd Edwards,Tight End
Louisiana Monroe,FBS Independents,Cincinnati,1998,75,3,14,Steve Foley,Linebacker
Boise State,,Dallas,1976,75,3,15,John Smith,Running Back
Florida State,ACC,Kansas City,2018,75,3,11,Derrick Nnadi,Defensive Tackle
Northwest Missouri State,,Houston,2003,75,3,11,Seth Wand,Offensive Tackle
Michigan State,Big Ten,Los Angeles,1989,75,3,19,Kevin Robbins,Offensive Tackle
Houston,FBS Independents,Miami,1975,75,3,23,Gerald Hill,Linebacker
North Texas,Missouri Valley,San Francisco,1971,75,3,23,Willie Parker,Center
Arkansas-Pine Bluff,,New Orleans,2013,75,3,13,Terron Armstead,Offensive Tackle
NC State,ACC,Green Bay,1990,75,3,22,Bobby Houston,Linebacker
Texas,Southwest,Philadelphia,1992,75,3,19,Tommy Jeter,Defensive Tackle
South Carolina,FBS Independents,Atlanta,1983,75,3,19,Andrew Provence,Defensive Tackle
Ohio State,Big Ten,Detroit,2020,75,3,11,Jonah Jackson,Offensive Guard
Colorado,Big 8,Las Vegas,1967,75,3,22,Bill Fairband,Linebacker
Colorado,Big 8,Atlanta,1979,75,3,19,James Mayberry,Running Back
UCLA,Pac-12,Dallas,2021,75,3,11,Osa Odighizuwa,Defensive Tackle
Wabash College,,Seattle,1982,75,3,20,Pete Metzelaars,Tight End
Syracuse,Big East,Kansas City,2001,75,3,13,Eric Downing,Defensive Tackle
San Diego State,FBS Independents,Minnesota,1978,75,3,19,Whip Walton,Linebacker
LSU,SEC,Atlanta,2017,75,3,11,Duke Riley,Inside Linebacker
Colgate,FBS Independents,Las Vegas,1974,75,3,23,Mark van Eeghen,Running Back
Ole Miss,SEC,Denver,1968,75,3,20,Robert Vaughn,Offensive Tackle
Oregon,Pac-10,Cleveland,1994,75,3,10,Romeo Bandison,Defensive Tackle
Colorado State,Mountain West,New Orleans,2015,75,3,11,Garrett Grayson,Quarterback
Oklahoma,Big 12,New York,2004,76,3,13,Derrick Strait,Defensive Back
California,Pac-10,Cleveland,1999,76,3,15,Marquis Smith,Defensive Back
New Mexico State,Missouri Valley,Seattle,1984,76,3,20,Fredd Young,Linebacker
Ohio State,Big Ten,New York,2006,76,3,12,Anthony Schlegel,Linebacker
Maryland-Eastern Shore,,Las Vegas,1970,76,3,24,Gerald Irons,Defensive End
Arkansas,SEC,Detroit,2014,76,3,12,Travis Swanson,Center
West Virginia,Big East,Arizona,1994,76,3,11,Rich Braham,Offensive Guard
UCLA,Pac-10,Carolina,2003,76,3,12,Mike Seidman,Tight End
Vanderbilt,SEC,Tampa Bay,2020,76,3,12,Ke'Shawn Vaughn,Running Back
Clark Atlanta,,Kansas City,1969,76,3,24,Morris Stroud,Offensive Tackle
Tennessee,SEC,Kansas City,2008,76,3,13,Brad Cottam,Tight End
California,Pac-12,Los Angeles,2013,76,3,14,Keenan Allen,Wide Receiver
Santa Clara,,Dallas,1979,76,3,20,Doug Cosbie,Tight End
BYU,Western Athletic,Washington,1990,76,3,23,Mohammed Elewonibi,Offensive Guard
Auburn,SEC,Cleveland,2016,76,3,13,Shon Coleman,Offensive Tackle
Arizona State,Pac-10,New England,2000,76,3,14,J.R. Redmond,Running Back
Georgia,SEC,Pittsburgh,1993,76,3,20,Andre Hastings,Wide Receiver
Miami (OH),Mid-American,Houston,2012,76,3,13,Brandon Brooks,Offensive Guard
Delaware State,,San Francisco,1986,76,3,21,John Taylor,Wide Receiver
Michigan,Big Ten,Cincinnati,1997,76,3,16,Rod Payne,Center
Washington State,Pac-10,Denver,2005,76,3,12,Karl Paymah,Defensive Back
Florida,SEC,Tampa Bay,1980,76,3,20,Scot Brantley,Linebacker
Syracuse,FBS Independents,Philadelphia,1989,76,3,20,Robert Drummond,Running Back
LSU,SEC,New York,2010,76,3,12,Chad Jones,Safety
North Carolina,ACC,Cincinnati,1977,76,3,20,Mike Voight,Running Back
North Carolina,ACC,San Francisco,1992,76,3,20,Brian Bollinger,Offensive Guard
Washington State,Pac-10,San Francisco,2007,76,3,12,Jason Hill,Wide Receiver
Florida,SEC,Dallas,1985,76,3,20,Crawford Ker,Offensive Guard
Maryland,ACC,Las Vegas,1975,76,3,24,Louis Carter,Running Back
Georgia,SEC,Kansas City,2015,76,3,12,Chris Conley,Wide Receiver
Notre Dame,FBS Independents,New Orleans,1982,76,3,21,John Krimm,Defensive Back
Baylor,Southwest,Miami,1983,76,3,20,Charles Benson,Defensive End
Tennessee,SEC,Pittsburgh,1978,76,3,20,Craig Colquitt,Punter
Lehigh,,Jacksonville,2011,76,3,12,William Rackley,Offensive Guard
USC,Pac-10,Washington,1991,76,3,21,Ricky Ervins,Running Back
Northwestern,Big Ten,Dallas,1967,76,3,23,Phil Clark,Defensive Back
Notre Dame,FBS Independents,Minnesota,1968,76,3,21,Mike McGill,Linebacker
Ohio State,Big Ten,Buffalo,1995,76,3,12,Marlon Kerner,Defensive Back
UCLA,Pac-8,Los Angeles,1974,76,3,24,Al Oliver,Offensive Tackle
Oklahoma State,Big 12,Pittsburgh,2018,76,3,12,Mason Rudolph,Quarterback
Stanford,Pac-12,New Orleans,2021,76,3,12,Paulson Adebo,Cornerback
Maryland,ACC,Cleveland,2002,76,3,11,Melvin Fowler Jr.,Center
Tennessee,SEC,Philadelphia,1972,76,3,24,Bobby Majors,Defensive Back
Kansas,Big 8,Pittsburgh,1973,76,3,24,Roger Bernhardt,Offensive Guard
Wisconsin,Big Ten,Detroit,2009,76,3,12,DeAndre Levy,Outside Linebacker
Texas A&M,Southwest,Buffalo,1981,76,3,20,Mike Mosley,Wide Receiver
Alcorn State,,Minnesota,1971,76,3,24,Eddie Hackett,Wide Receiver
Ohio State,Big Ten,Washington,2019,76,3,12,Terry McLaurin,Wide Receiver
Hawai'i',,Detroit,1976,76,3,16,John Woodcock,Defensive Tackle
Nebraska,Big 12,Seattle,1998,76,3,15,Ahman Green,Running Back
Florida,SEC,New Orleans,2017,76,3,12,Alex Anzalone,Inside Linebacker
Texas A&M,Big 12,Buffalo,2001,76,3,14,Ron Edwards,Defensive Tackle
Indiana,Big Ten,Cincinnati,1987,76,3,20,Leonard Bell,Defensive Back
Tennessee,SEC,Miami,2013,77,3,15,Dallas Thomas,Offensive Guard
Oklahoma,Big 12,Tennessee,2002,77,3,12,Rocky Calmus,Linebacker
Minnesota,Big Ten,Pittsburgh,2007,77,3,13,Matt Spaeth,Tight End
Michigan,Big Ten,New England,2019,77,3,13,Chase Winovich,Defensive End
Grambling,,Denver,1979,77,3,21,Bruce Radford,Defensive End
Ohio State,Big Ten,Atlanta,1995,77,3,13,Lorenzo Styles,Linebacker
Clemson,ACC,Los Angeles,1985,77,3,21,Dale Hatcher,Punter
California,Pac-8,Buffalo,1973,77,3,25,Bob Kampa,Defensive Tackle
Arkansas Tech,,Los Angeles,1981,77,3,21,Irvin Phillips,Defensive Back
Dayton,FBS Independents,Miami,1972,77,3,25,Gary Kosins,Running Back
USC,Pac-10,Tennessee,2011,77,3,13,Jurrell Casey,Defensive Tackle
Texas,Southwest,New Orleans,1976,77,3,17,Bob Simmons,Offensive Tackle
Florida State,ACC,Kansas City,2001,77,3,15,Marvin Minnis,Wide Receiver
Tennessee,SEC,Los Angeles,2021,77,3,14,Josh Palmer,Wide Receiver
Tennessee,SEC,San Francisco,1980,77,3,21,Craig Puki,Linebacker
Auburn,SEC,Cincinnati,2008,77,3,14,Pat Sims,Defensive Tackle
Vanderbilt,SEC,Tennessee,1992,77,3,21,Corey Harris,Wide Receiver
Clemson,ACC,San Francisco,2004,77,3,14,Derrick Hamilton,Wide Receiver
Illinois State,,Indianapolis,1969,77,3,25,Dennis Nelson,Offensive Tackle
NC State,ACC,Tennessee,1982,77,3,22,Robert Abraham,Linebacker
Arkansas State,Sun Belt,New York,2012,77,3,14,Demario Davis,Outside Linebacker
North Carolina A&T,,Tennessee,1968,77,3,22,Elvin Bethea,Defensive End
Wisconsin,Big Ten,Dallas,1971,77,3,25,Bill Gregory,Defensive Tackle
North Park,,Minnesota,1970,77,3,25,Chuck Burgoon,Linebacker
Grambling,SWAC,New England,1978,77,3,21,Carlos Pennywell,Wide Receiver
Miami,ACC,Cleveland,2015,77,3,13,Duke Johnson,Running Back
Pittsburgh,Big East,Pittsburgh,2000,77,3,15,Hank Poteat,Defensive Back
Stanford,Pac-10,Los Angeles,2006,77,3,13,Jon Alston,Linebacker
LSU,SEC,Kansas City,1967,77,3,24,Billy Masters,Tight End
Stanford,Pac-10,San Francisco,1997,77,3,17,Greg Clark,Tight End
LSU,SEC,Cincinnati,1975,77,3,25,Bo Harris,Linebacker
Texas A&M,SEC,Carolina,2017,77,3,13,Daeshon Hall,Defensive End
Miami,FBS Independents,Tennessee,1989,77,3,21,Bubba McDowell,Defensive Back
Ohio State,Big Ten,Cincinnati,2018,77,3,13,Sam Hubbard,Defensive End
South Carolina,FBS Independents,Buffalo,1986,77,3,22,Leonard Burton,Center
Miami,FBS Independents,Buffalo,1984,77,3,21,Rodney Bellinger,Defensive Back
NC State,ACC,Philadelphia,1993,77,3,21,Mike Reid,Defensive Back
Missouri,Big 8,Minnesota,1974,77,3,25,Scott Anderson,Center
Iowa,Big Ten,Denver,2020,77,3,13,Michael Ojemudia,Cornerback
USC,Pac-10,Tennessee,2010,77,3,13,Damian Williams,Wide Receiver
Georgia,SEC,Baltimore,2003,77,3,13,Musa Smith,Running Back
Arkansas State,,Philadelphia,1990,77,3,24,Fred Barnett,Wide Receiver
Wisconsin,Big Ten,San Francisco,2014,77,3,13,Chris Borland,Inside Linebacker
Alabama,SEC,Houston,2009,77,3,13,Antoine Caldwell,Center
Jackson State,,Kansas City,1991,77,3,22,Tim Barnett,Wide Receiver
Colorado State,Western Athletic,Los Angeles,1977,77,3,21,Keith King,Defensive Back
Arizona State,Pac-10,Cincinnati,1987,77,3,21,Skip McClendon,Defensive End
Arizona State,Pac-10,Dallas,1983,77,3,21,Bryan Caldwell,Defensive End
Washington,Pac-10,Seattle,1999,77,3,16,Brock Huard,Quarterback
West Virginia,Big 12,Carolina,2016,77,3,14,Daryl Worley,Cornerback
Wisconsin,Big Ten,Philadelphia,1994,77,3,12,Joe Panos,Offensive Guard
Louisiana Tech,Western Athletic,Philadelphia,2005,77,3,13,Ryan Moats,Running Back
UAB,FBS Independents,Tennessee,1998,77,3,16,Dainon Sidney,Defensive Back
Louisiana Monroe,FBS Independents,Chicago,1999,78,3,17,Marty Booker,Wide Receiver
Pennsylvania,,New York,2002,78,3,13,Jeff Hatch,Offensive Tackle
Florida A&M,,New England,1994,78,3,13,Ervin Collier,Defensive Tackle
Texas,Big 12,Buffalo,2013,78,3,16,Marquise Goodwin,Wide Receiver
Florida,SEC,Denver,1984,78,3,22,Tony Lilly,Defensive Back
Alabama,SEC,Baltimore,2017,78,3,14,Tim Williams,Outside Linebacker
North Texas,FBS Independents,Tampa Bay,1979,78,3,22,Reginald Lewis,Defensive End
Colorado,Big 8,Dallas,1980,78,3,22,Bill Roe,Linebacker
Texas,Big 12,Cincinnati,2018,78,3,14,Malik Jefferson,Outside Linebacker
Western Illinois,,New York,2001,78,3,16,William Peterson,Defensive Back
Texas A&M-Kingsville,,Indianapolis,1971,78,3,26,Karl Douglas,Quarterback
Arizona State,Pac-10,Cincinnati,1986,78,3,23,David Fulcher,Defensive Back
